Species,id,Tag,Dep.date,Recap.date,Mass.recap,d13C,d15N,Day,Month,Year,Hour,Minute,Second,Second.Day,qi,lat,lon,Altitude,Clock.Offset,Accuracy,Battery.Volt,timestamp
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,0,27,25227.9,8,45.099736,-61.542868,-22,9999.999,2.37E-06,4.16,6/18/2019 7:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,5,27,25527.93,8,45.099777,-61.542938,-2.25,1.915,4.95E-06,4.16,6/18/2019 7:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,10,21,25821.915,6,0,0,0,9999.999,9999.999,4.16,6/18/2019 7:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,15,27,26127.975,7,45.09973,-61.542889,-23.5,1.96,2.00E-06,4.16,6/18/2019 7:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,20,30,26430.98,8,45.10029,-61.542557,-16,2,1.76E-06,4.14,6/18/2019 7:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,25,30,26730.01,8,45.100288,-61.542536,-16.5,2.015,1.99E-06,4.16,6/18/2019 7:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,30,26,27026.015,6,45.099891,-61.543394,-7,2.02,1.39E-06,4.14,6/18/2019 7:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,35,29,27329.04,8,45.099841,-61.543308,-10.75,2.03,2.10E-06,4.16,6/18/2019 7:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,40,29,27629,9,45.099801,-61.543176,-14.75,2.025,3.90E-06,4.14,6/18/2019 7:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,45,24,27924.935,6,45.099852,-61.543278,-10.75,1.965,2.05E-06,4.14,6/18/2019 7:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,50,27,28227.765,6,45.09871,-61.55797,37.75,1.82,9.93E-07,4.14,6/18/2019 7:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,7,55,25,28525.81,6,45.096944,-61.578564,-18,1.715,2.60E-06,4.12,6/18/2019 7:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,0,26,28826.785,8,45.100421,-61.607533,-18.75,1.745,5.83E-06,4.14,6/18/2019 8:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,5,25,29125.805,6,45.097065,-61.633068,-27.5,1.81,2.31E-06,4.12,6/18/2019 8:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,10,29,29429.83,5,45.085243,-61.653796,-31.75,1.85,1.10E-07,4.14,6/18/2019 8:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,15,25,29725.84,6,45.084255,-61.680846,-30,1.855,2.89E-06,4.12,6/18/2019 8:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,20,28,30028.875,7,45.076537,-61.704409,-15.25,1.86,3.98E-06,4.12,6/18/2019 8:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,25,24,30324.92,7,45.05737,-61.706217,-16.75,1.9,5.37E-06,4.14,6/18/2019 8:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,30,30,30630.93,5,45.036917,-61.707758,-28,1.945,3.72E-07,4.14,6/18/2019 8:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,35,25,30925.945,6,45.023334,-61.706563,-23,1.96,1.17E-06,4.14,6/18/2019 8:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,40,25,31225.9,6,45.012079,-61.704953,-19.5,1.93,3.07E-06,4.12,6/18/2019 8:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,45,27,31527.87,6,45.001678,-61.685875,-29.5,1.87,1.20E-06,4.14,6/18/2019 8:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,50,26,31826.77,5,45.009199,-61.652386,-37.5,1.79,7.09E-07,4.12,6/18/2019 8:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,8,55,25,32125.72,5,45.021842,-61.624008,-27.75,1.705,3.40E-07,4.12,6/18/2019 8:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,0,24,32424.695,7,45.026199,-61.637653,-22.5,1.665,2.33E-06,4.12,6/18/2019 9:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,5,26,32726.715,7,45.026913,-61.652608,-29.5,1.685,6.27E-06,4.12,6/18/2019 9:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,10,26,33026.735,7,45.032664,-61.661207,-15.5,1.735,3.59E-06,4.12,6/18/2019 9:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,15,26,33326.765,7,45.035989,-61.67117,-12.75,1.775,3.82E-06,4.12,6/18/2019 9:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,20,26,33626.805,6,45.037679,-61.671545,-12.75,1.805,1.74E-06,4.12,6/18/2019 9:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,25,28,33928.815,7,45.044946,-61.657262,-40,1.825,5.79E-06,4.12,6/18/2019 9:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,30,30,34230.905,5,45.051852,-61.659139,-51.75,1.87,2.49E-06,4.12,6/18/2019 9:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,35,24,34524.86,6,45.060257,-61.637698,-46.5,1.905,3.34E-06,4.12,6/18/2019 9:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,40,30,34830.785,5,45.074328,-61.603021,-49.25,1.84,4.92E-07,4.12,6/18/2019 9:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,45,25,35125.76,6,45.085993,-61.567233,-25,1.74,1.40E-06,4.12,6/18/2019 9:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,50,29,35429.69,6,45.099236,-61.542948,-21.5,1.675,2.00E-06,4.12,6/18/2019 9:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,9,55,27,35727.645,7,45.099139,-61.542874,-25.25,1.635,3.33E-06,4.12,6/18/2019 9:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,0,27,36027.605,9,45.099222,-61.542926,-16,1.605,4.70E-06,4.12,6/18/2019 10:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,5,25,36325.645,6,45.096306,-61.524857,-22.5,1.61,1.62E-06,4.1,6/18/2019 10:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,10,27,36627.64,6,45.102955,-61.50299,-17.75,1.645,2.80E-06,4.1,6/18/2019 10:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,15,24,36924.665,7,45.114136,-61.492845,-52.25,1.67,2.27E-06,4.1,6/18/2019 10:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,20,28,37228.7,10,45.120334,-61.50705,-13.5,1.695,4.86E-06,4.1,6/18/2019 10:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,25,25,37525.695,7,0,0,0,9999.999,9999.999,4.1,6/18/2019 10:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,30,28,37828.755,9,45.119081,-61.522283,-8.75,1.74,7.55E-06,4.1,6/18/2019 10:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,35,30,38130.76,5,45.117462,-61.523143,-38,1.78,5.95E-07,4.1,6/18/2019 10:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,40,25,38425.75,6,45.112692,-61.525849,-77,1.775,7.89E-07,4.1,6/18/2019 10:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,45,25,38725.655,6,45.100289,-61.54253,-20,1.7,5.89E-06,4.1,6/18/2019 10:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,50,25,39025.59,6,45.099457,-61.543063,-17.25,1.585,3.38E-06,4.1,6/18/2019 10:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,10,55,28,39328.555,6,45.099439,-61.542663,-29.75,1.515,3.12E-06,4.1,6/18/2019 10:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,0,30,39630.445,7,45.102014,-61.548712,-58.5,1.465,1.17E-06,4.1,6/18/2019 11:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,5,30,39930.515,5,45.100555,-61.542725,-26,1.455,8.87E-07,4.1,6/18/2019 11:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,10,29,40229.555,7,45.098931,-61.542385,-0.75,1.53,6.95E-06,4.1,6/18/2019 11:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,15,30,40530.58,5,45.08976,-61.559318,-8,1.605,6.25E-07,4.1,6/18/2019 11:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,20,29,40829.575,6,45.092487,-61.556228,-34.25,1.615,9.55E-07,4.1,6/18/2019 11:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,25,27,41127.605,5,45.100087,-61.542893,-21,1.595,4.69E-07,4.1,6/18/2019 11:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,30,30,41430.635,4,45.100093,-61.542858,-21,1.61,6.35E-07,4.1,6/18/2019 11:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,35,26,41726.64,5,45.09982,-61.542727,-27.75,1.645,5.16E-07,4.1,6/18/2019 11:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,40,30,42030.595,4,45.099315,-61.541607,-27,1.635,1.07E-06,4.1,6/18/2019 11:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,45,32,42332.565,4,45.099481,-61.541256,-27,1.575,2.97E-07,4.1,6/18/2019 11:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,50,34,42634.495,6,45.099415,-61.541751,0.5,1.5,9.76E-07,4.1,6/18/2019 11:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,11,55,27,42927.43,6,45.099354,-61.541557,-10,1.425,4.79E-07,4.1,6/18/2019 11:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,0,30,43230.405,4,45.100179,-61.54141,-10,1.38,7.72E-07,4.1,6/18/2019 12:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,5,24,43524.42,5,45.112018,-61.534249,-19.75,1.39,4.10E-07,4.08,6/18/2019 12:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,10,26,43826.46,6,45.11813,-61.543323,-21.5,1.445,2.66E-06,4.08,6/18/2019 12:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,15,26,44126.495,6,45.118919,-61.554873,-2.75,1.505,2.61E-06,4.08,6/18/2019 12:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,20,26,44426.485,6,45.116916,-61.562434,-26.75,1.52,1.17E-06,4.08,6/18/2019 12:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,25,25,44725.53,6,45.11697,-61.553391,-1.75,1.515,2.11E-06,4.08,6/18/2019 12:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,30,27,45027.555,5,45.10026,-61.542595,-4.5,1.54,6.96E-07,4.08,6/18/2019 12:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,35,27,45327.54,5,45.100335,-61.541685,-150.5,1.56,1.16E-06,4.08,6/18/2019 12:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,40,26,45626.52,5,45.100319,-61.542543,-12.25,1.54,1.48E-06,4.08,6/18/2019 12:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,45,30,45930.45,7,45.100134,-61.541596,9,1.475,2.31E-06,4.08,6/18/2019 12:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,50,26,46226.405,7,45.09926,-61.54258,-23.25,1.395,5.97E-06,4.08,6/18/2019 12:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,12,55,26,46526.335,6,45.100756,-61.543647,-29,1.33,1.20E-06,4.08,6/18/2019 12:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,0,27,46827.32,9,45.108548,-61.558632,-17.75,1.295,6.67E-06,4.08,6/18/2019 13:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,5,26,47126.335,7,45.113787,-61.5662,-14.5,1.31,6.35E-06,4.08,6/18/2019 13:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,10,26,47426.38,5,45.119028,-61.557937,-69,1.365,6.31E-07,4.08,6/18/2019 13:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,15,26,47726.375,7,45.103469,-61.541,-7,1.405,5.86E-06,4.08,6/18/2019 13:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,20,28,48028.415,6,45.100172,-61.542587,6.75,1.415,8.37E-07,4.08,6/18/2019 13:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,25,28,48328.445,8,45.099324,-61.542073,-15.5,1.435,4.76E-06,4.08,6/18/2019 13:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,30,28,48628.475,7,45.099335,-61.542055,-24.25,1.47,6.23E-06,4.08,6/18/2019 13:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,35,28,48928.48,6,45.099274,-61.542081,-2.5,1.495,4.45E-06,4.08,6/18/2019 13:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,40,27,49227.415,9,45.099856,-61.540604,-20.75,1.46,3.73E-06,4.08,6/18/2019 13:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,45,27,49527.38,7,45.0993,-61.540983,-5.25,1.38,3.83E-06,4.08,6/18/2019 13:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,50,26,49826.31,10,45.099427,-61.541085,-16.5,1.305,6.30E-06,4.08,6/18/2019 13:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,13,55,26,50126.265,10,45.099445,-61.541057,-18.5,1.25,6.09E-06,4.08,6/18/2019 13:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,0,27,50427.22,10,45.099205,-61.542733,-33.25,1.215,1.12E-05,4.08,6/18/2019 14:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,5,27,50727.245,10,45.099159,-61.542621,-2.75,1.215,4.72E-06,4.08,6/18/2019 14:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,10,26,51026.285,8,45.099246,-61.542544,-0.5,1.265,6.55E-06,4.08,6/18/2019 14:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,15,26,51326.295,9,45.09914,-61.542533,16.25,1.315,1.02E-05,4.08,6/18/2019 14:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,20,26,51626.325,7,45.099244,-61.542698,2.5,1.335,1.76E-06,4.08,6/18/2019 14:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,25,26,51926.345,9,45.099029,-61.542452,1,1.345,4.67E-06,4.08,6/18/2019 14:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,30,27,52227.365,7,45.099107,-61.542662,-33,1.36,1.55E-06,4.08,6/18/2019 14:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,35,26,52526.38,8,45.099198,-61.542501,-4.75,1.38,4.56E-06,4.08,6/18/2019 14:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,40,29,52829.3,6,45.100101,-61.542743,-12,1.35,3.98E-06,4.08,6/18/2019 14:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,45,27,53127.15,6,45.098817,-61.542848,-240,1.21,7.14E-06,4.08,6/18/2019 14:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,50,40,53440.2,6,45.100053,-61.542643,-5,1.105,4.58E-06,4.08,6/18/2019 14:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,14,55,27,53727.175,6,45.099222,-61.538734,-28.5,1.135,3.12E-06,4.08,6/18/2019 14:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,0,26,54026.135,6,45.100252,-61.540519,-14.25,1.17,5.60E-06,4.08,6/18/2019 15:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,5,26,54326.14,9,45.094938,-61.525806,-23.25,1.155,5.21E-06,4.08,6/18/2019 15:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,10,27,54627.165,8,45.098702,-61.525123,-28.75,1.145,5.24E-06,4.06,6/18/2019 15:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,15,27,54927.175,7,45.10013,-61.542456,0.5,1.165,2.47E-06,4.06,6/18/2019 15:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,20,28,55228.205,7,45.100138,-61.542572,-27,1.2,6.11E-06,4.08,6/18/2019 15:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,25,26,55526.31,6,45.100641,-61.542519,31.75,1.275,8.28E-07,4.08,6/18/2019 15:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,30,27,55827.265,7,45.10017,-61.542556,-27.25,1.325,4.47E-06,4.08,6/18/2019 15:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,35,26,56126.275,7,45.100173,-61.542577,-22.5,1.295,4.89E-06,4.08,6/18/2019 15:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,40,26,56426.215,7,45.100164,-61.542538,-18,1.23,4.82E-06,4.08,6/18/2019 15:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,45,28,56728.16,7,45.100172,-61.5425,-16.75,1.155,3.97E-06,4.06,6/18/2019 15:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,50,27,57027.145,6,45.100047,-61.542352,-37,1.115,3.15E-06,4.08,6/18/2019 15:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,15,55,30,57330.055,5,45.100242,-61.54249,-11.75,1.08,4.97E-07,4.08,6/18/2019 15:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,0,40,57640.03,4,45.100037,-61.542378,-11,1.025,5.39E-07,4.08,6/18/2019 16:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,5,27,57927.045,6,45.100141,-61.542514,-9,1.01,2.29E-06,4.06,6/18/2019 16:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,10,28,58228.07,7,45.100186,-61.542519,-17.25,1.05,3.33E-06,4.08,6/18/2019 16:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,15,27,58527.1,6,45.100219,-61.542517,-4.5,1.105,2.36E-06,4.06,6/18/2019 16:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,20,30,58830.115,5,45.100238,-61.542452,-21,1.135,8.68E-07,4.06,6/18/2019 16:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,25,40,59140.135,3,0,0,0,9999.999,9999.999,4.06,6/18/2019 16:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,30,40,59440.135,3,0,0,0,9999.999,9999.999,4.06,6/18/2019 16:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,35,30,59730.185,7,45.100103,-61.542729,-5.25,1.165,2.20E-06,4.06,6/18/2019 16:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,40,27,60027.125,6,45.100234,-61.542576,-13,1.17,3.79E-06,4.06,6/18/2019 16:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,45,27,60327.08,7,45.100186,-61.542531,-20,1.105,1.85E-06,4.06,6/18/2019 16:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,50,31,60631.055,5,45.100559,-61.542375,-11.75,1.035,1.93E-07,4.06,6/18/2019 16:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,16,55,28,60928.965,6,45.100301,-61.542558,-32,0.975,3.22E-06,4.06,6/18/2019 16:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,0,27,61227.935,8,45.100219,-61.542606,-18.25,0.92,1.42E-06,4.04,6/18/2019 17:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,5,26,61526.98,7,45.10023,-61.54243,11.25,0.93,3.24E-06,4.04,6/18/2019 17:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,10,26,61826.99,9,45.10028,-61.54254,-12.25,0.99,4.68E-06,4.06,6/18/2019 17:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,15,29,62129.01,9,45.1003,-61.542503,-10.5,1.03,6.34E-06,4.06,6/18/2019 17:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,20,29,62429.02,7,45.099632,-61.539277,-15.5,1.035,3.33E-06,4.04,6/18/2019 17:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,25,25,62725.105,6,45.101171,-61.539391,-56.25,1.065,9.38E-07,4.04,6/18/2019 17:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,30,25,63025.085,6,45.11948,-61.527875,-56,1.11,1.34E-06,4.04,6/18/2019 17:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,35,27,63327.01,6,45.126725,-61.506877,46.5,1.07,5.04E-06,4.04,6/18/2019 17:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,40,30,63630.02,6,45.133098,-61.47728,-15,0.995,2.46E-06,4.04,6/18/2019 17:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,45,23,63923.895,6,45.122458,-61.463323,47.75,0.92,1.25E-05,4.04,6/18/2019 17:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,50,25,64225.92,9,45.111088,-61.44941,-6.5,0.87,3.81E-06,4.02,6/18/2019 17:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,17,55,24,64524.85,6,45.100806,-61.440868,-21.5,0.86,1.21E-06,4.04,6/18/2019 17:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,18,0,24,64824.8,6,45.093297,-61.439257,-9,0.82,2.53E-06,4.04,6/18/2019 18:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,18,5,25,65125.87,8,45.090473,-61.430586,-15.75,0.815,4.87E-06,4.04,6/18/2019 18:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,18,6,2019,18,10,26,65426.915,6,45.089697,-61.439248,-12,0.89,8.11E-07,4.02,6/18/2019 18:10
