Species,id,Tag,Dep.date,Recap.date,Mass.recap,d13C,d15N,Day,Month,Year,Hour,Minute,Second,Second.Day,qi,lat,lon,Altitude,Clock.Offset,Accuracy,Battery.Volt,timestamp
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,15,23,22523.335,8,45.100246,-61.542612,2.75,-2.65,4.03E-06,3.73,6/20/2019 6:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,20,26,22826.37,5,45.100251,-61.542495,-4.75,-2.63,9.24E-07,3.73,6/20/2019 6:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,25,24,23124.39,9,45.100247,-61.542661,-8.75,-2.61,4.59E-06,3.73,6/20/2019 6:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,30,20,23420.41,7,45.100238,-61.542551,-12.25,-2.59,2.47E-06,3.73,6/20/2019 6:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,35,20,23720.43,7,45.100246,-61.5424,-8.25,-2.57,1.76E-06,3.73,6/20/2019 6:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,40,20,24020.36,7,45.100279,-61.542572,-2.25,-2.595,3.26E-06,3.73,6/20/2019 6:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,45,22,24322.315,8,45.100245,-61.542601,-17.75,-2.675,6.62E-06,3.73,6/20/2019 6:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,50,23,24623.255,8,45.100237,-61.542614,-12.25,-2.755,2.62E-06,3.73,6/20/2019 6:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,6,55,23,24923.205,7,45.100214,-61.542547,-11.5,-2.81,2.84E-06,3.73,6/20/2019 6:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,0,23,25223.18,9,45.100192,-61.542537,-19.75,-2.835,3.64E-06,3.73,6/20/2019 7:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,5,23,25523.195,8,45.100213,-61.542532,-15,-2.825,2.75E-06,3.73,6/20/2019 7:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,10,26,25826.215,5,45.100335,-61.542282,-6.5,-2.79,8.71E-07,3.73,6/20/2019 7:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,15,23,26123.24,9,45.100277,-61.542497,-11.5,-2.755,3.38E-06,3.73,6/20/2019 7:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,20,23,26423.265,9,45.100255,-61.542471,-12.75,-2.73,2.81E-06,3.73,6/20/2019 7:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,25,23,26723.29,10,45.100262,-61.542529,-12,-2.71,2.75E-06,3.73,6/20/2019 7:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,30,24,27024.31,9,45.100271,-61.542565,-15.5,-2.69,1.77E-06,3.73,6/20/2019 7:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,35,23,27323.32,9,45.100266,-61.542488,-12,-2.675,2.82E-06,3.73,6/20/2019 7:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,40,23,27623.265,9,45.100276,-61.542482,-11.75,-2.7,2.13E-06,3.73,6/20/2019 7:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,45,28,27928.29,5,45.099489,-61.543646,-60,-2.735,8.08E-07,3.73,6/20/2019 7:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,50,24,28224.155,6,45.096419,-61.562221,-19.25,-2.795,2.94E-06,3.73,6/20/2019 7:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,7,55,24,28524.095,6,45.098679,-61.598697,-24.25,-2.905,2.21E-06,3.73,6/20/2019 7:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,0,25,28825.055,6,45.096535,-61.634714,-17.25,-2.98,4.20E-06,3.73,6/20/2019 8:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,5,23,29123.1,6,45.083408,-61.631055,-28,-2.96,6.92E-07,3.73,6/20/2019 8:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,10,25,29425.1,9,45.084037,-61.631747,-25.5,-2.89,4.07E-06,3.71,6/20/2019 8:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,15,23,29723.13,8,45.082727,-61.629528,-19.25,-2.85,4.71E-06,3.73,6/20/2019 8:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,20,22,30022.15,7,45.086587,-61.638606,-9.25,-2.84,6.36E-06,3.73,6/20/2019 8:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,25,22,30322.18,7,45.082641,-61.628198,-36,-2.83,3.16E-06,3.73,6/20/2019 8:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,30,22,30622.19,6,45.091006,-61.601746,-26,-2.81,2.69E-06,3.73,6/20/2019 8:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,35,22,30922.22,7,45.098567,-61.562444,-20.25,-2.785,5.45E-06,3.73,6/20/2019 8:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,40,22,31222.155,7,45.098709,-61.541811,-29.75,-2.8,6.78E-06,3.73,6/20/2019 8:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,45,31,31531.12,8,45.09947,-61.543233,-17.75,-2.87,3.57E-06,3.73,6/20/2019 8:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,50,22,31822.07,8,45.099496,-61.543229,-11.25,-2.94,3.44E-06,3.73,6/20/2019 8:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,8,55,22,32122,7,45.100092,-61.54257,-10.75,-3,2.80E-06,3.73,6/20/2019 8:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,0,21,32421.97,7,45.100174,-61.542578,-19,-3.045,2.95E-06,3.73,6/20/2019 9:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,5,21,32721.995,8,45.100179,-61.542561,-15.25,-3.04,4.12E-06,3.73,6/20/2019 9:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,10,22,33022.02,8,45.100154,-61.542558,-22,-2.99,3.24E-06,3.73,6/20/2019 9:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,15,22,33322.04,8,45.100235,-61.54261,-16,-2.945,3.12E-06,3.71,6/20/2019 9:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,20,22,33622.065,7,45.100259,-61.542554,-31.75,-2.925,1.88E-06,3.71,6/20/2019 9:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,25,24,33924.085,8,45.100156,-61.542574,-15,-2.915,5.21E-06,3.73,6/20/2019 9:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,30,23,34223.105,6,45.100245,-61.542556,-38.25,-2.9,2.82E-06,3.71,6/20/2019 9:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,35,23,34523.14,8,45.10022,-61.542475,-39,-2.87,9.48E-06,3.73,6/20/2019 9:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,40,24,34824.07,7,45.100206,-61.542538,-28.75,-2.88,5.14E-06,3.71,6/20/2019 9:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,45,23,35123.02,8,45.100192,-61.54253,-22,-2.96,4.39E-06,3.73,6/20/2019 9:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,50,22,35422.97,7,45.10026,-61.542498,-43.25,-3.045,4.26E-06,3.71,6/20/2019 9:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,9,55,24,35724.935,7,45.10038,-61.542318,-75.5,-3.09,6.19E-06,3.71,6/20/2019 9:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,0,23,36023.86,7,45.100309,-61.542637,-23.75,-3.125,1.80E-06,3.71,6/20/2019 10:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,5,25,36325.875,5,45.100358,-61.542727,-6.25,-3.15,8.84E-07,3.71,6/20/2019 10:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,10,23,36623.93,7,45.100283,-61.542457,-40.75,-3.11,8.73E-07,3.71,6/20/2019 10:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,15,25,36925.94,6,45.100263,-61.542519,-18.25,-3.045,1.65E-06,3.71,6/20/2019 10:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,20,25,37225.965,5,45.100338,-61.542541,-23.25,-3.015,1.92E-06,3.71,6/20/2019 10:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,25,22,37522.995,6,45.100345,-61.542743,3.75,-3.005,1.79E-06,3.71,6/20/2019 10:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,30,23,37823.005,8,45.100259,-61.542515,-24,-2.995,8.27E-06,3.71,6/20/2019 10:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,35,24,38124.015,7,45.100192,-61.54233,-76.5,-2.985,4.74E-06,3.71,6/20/2019 10:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,40,25,38425.965,8,45.100213,-61.542488,-9.25,-3.005,7.90E-06,3.71,6/20/2019 10:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,45,23,38723.905,8,45.10024,-61.542601,-18.75,-3.075,8.39E-06,3.71,6/20/2019 10:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,50,22,39022.835,6,45.100165,-61.542884,-14,-3.165,5.95E-06,3.71,6/20/2019 10:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,10,55,25,39325.795,6,45.10019,-61.542699,-13.75,-3.23,3.18E-06,3.71,6/20/2019 10:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,0,26,39626.75,5,45.100159,-61.54267,-27.75,-3.26,2.62E-07,3.71,6/20/2019 11:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,5,26,39926.77,5,45.100132,-61.542756,-30.75,-3.255,3.46E-07,3.71,6/20/2019 11:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,10,25,40225.785,6,45.100124,-61.542835,-31,-3.22,1.17E-06,3.71,6/20/2019 11:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,15,25,40525.86,4,45.100334,-61.542239,-31,-3.16,3.31E-07,3.71,6/20/2019 11:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,20,25,40825.84,5,45.100104,-61.542831,-16.25,-3.12,6.38E-07,3.69,6/20/2019 11:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,25,25,41125.86,5,45.100087,-61.542814,-17.25,-3.13,1.19E-06,3.69,6/20/2019 11:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,30,21,41421.89,6,45.100077,-61.542822,8,-3.13,3.17E-06,3.71,6/20/2019 11:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,35,21,41721.89,6,45.100097,-61.542803,-9,-3.11,2.63E-06,3.71,6/20/2019 11:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,40,21,42021.85,8,45.100178,-61.542767,-19.75,-3.12,4.11E-06,3.69,6/20/2019 11:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,45,22,42322.79,7,45.100188,-61.542714,-18.5,-3.185,6.25E-06,3.69,6/20/2019 11:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,50,25,42625.755,4,45.100273,-61.542495,-18,-3.26,1.80E-06,3.69,6/20/2019 11:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,11,55,21,42921.69,8,45.100216,-61.542721,-18.75,-3.315,4.57E-06,3.69,6/20/2019 11:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,0,21,43221.655,8,45.100198,-61.54268,-23.5,-3.355,4.97E-06,3.69,6/20/2019 12:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,5,21,43521.665,5,45.100079,-61.542747,12.5,-3.36,1.32E-06,3.69,6/20/2019 12:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,10,21,43821.66,5,45.100344,-61.541599,-151.5,-3.34,3.65E-07,3.71,6/20/2019 12:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,15,21,44121.73,7,45.100346,-61.542382,-18.75,-3.295,4.72E-06,3.71,6/20/2019 12:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,20,24,44424.745,6,45.091373,-61.544177,-15.25,-3.24,1.67E-06,3.71,6/20/2019 12:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,25,21,44721.79,5,45.072066,-61.540668,-42,-3.205,1.60E-06,3.69,6/20/2019 12:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,30,21,45021.795,9,45.052485,-61.536121,-22.5,-3.19,6.40E-06,3.69,6/20/2019 12:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,35,21,45321.81,6,45.032237,-61.535243,-32.5,-3.19,5.09E-06,3.69,6/20/2019 12:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,40,21,45621.76,6,45.01441,-61.534591,-5.25,-3.215,3.41E-07,3.69,6/20/2019 12:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,45,21,45921.695,6,45.002731,-61.547051,-47.5,-3.285,2.50E-06,3.69,6/20/2019 12:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,50,22,46222.645,7,44.998215,-61.561741,-29.75,-3.365,4.00E-06,3.69,6/20/2019 12:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,12,55,21,46521.595,8,45.003159,-61.570121,-28,-3.42,7.18E-06,3.69,6/20/2019 12:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,0,21,46821.56,8,45.000598,-61.56135,-34.75,-3.45,6.20E-06,3.69,6/20/2019 13:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,5,21,47121.56,7,44.999075,-61.544702,-27,-3.455,4.43E-06,3.69,6/20/2019 13:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,10,21,47421.605,7,45.020216,-61.547058,-31.75,-3.42,1.48E-06,3.69,6/20/2019 13:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,15,22,47722.63,8,45.045126,-61.541473,-21.25,-3.365,5.34E-06,3.69,6/20/2019 13:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,20,21,48021.655,7,45.071269,-61.537239,-20.5,-3.33,5.76E-06,3.69,6/20/2019 13:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,25,20,48320.67,6,45.098635,-61.541938,-11,-3.32,2.70E-06,3.69,6/20/2019 13:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,30,22,48622.72,8,45.100181,-61.542551,-16.25,-3.3,5.24E-06,3.69,6/20/2019 13:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,35,22,48922.72,10,45.100214,-61.542545,-15.75,-3.27,6.02E-06,3.69,6/20/2019 13:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,40,23,49223.67,8,45.099956,-61.539063,-12,-3.29,3.99E-06,3.67,6/20/2019 13:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,45,22,49522.61,8,45.089011,-61.508209,-10,-3.37,5.06E-06,3.67,6/20/2019 13:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,50,19,49819.56,6,45.070868,-61.482018,-32,-3.455,5.65E-06,3.67,6/20/2019 13:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,13,55,19,50119.505,6,45.055745,-61.465253,-21.25,-3.51,3.52E-06,3.69,6/20/2019 13:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,0,22,50422.48,10,45.042477,-61.435979,15.75,-3.535,8.77E-06,3.67,6/20/2019 14:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,5,21,50721.495,7,45.032729,-61.413128,-31.25,-3.525,5.22E-06,3.69,6/20/2019 14:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,10,22,51022.535,8,45.019676,-61.403557,-1.75,-3.48,2.46E-06,3.69,6/20/2019 14:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,15,20,51320.53,6,45.008605,-61.395966,-15,-3.445,2.66E-06,3.69,6/20/2019 14:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,20,20,51620.255,6,44.991782,-61.395404,163.25,-3.59,9.53E-05,3.69,6/20/2019 14:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,25,20,51920.61,6,44.981296,-61.397287,2.75,-3.64,2.43E-06,3.69,6/20/2019 14:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,30,19,52219.61,6,44.962033,-61.386521,-26.25,-3.415,2.19E-06,3.69,6/20/2019 14:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,35,19,52519.615,6,44.944879,-61.370248,-19.5,-3.275,2.73E-06,3.69,6/20/2019 14:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,40,21,52821.565,9,44.926877,-61.361397,14.75,-3.34,8.27E-06,3.67,6/20/2019 14:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,45,21,53121.5,8,44.928007,-61.342585,-8,-3.5,6.09E-06,3.67,6/20/2019 14:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,50,22,53422.44,8,44.950662,-61.344058,-8,-3.61,5.66E-06,3.67,6/20/2019 14:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,14,55,22,53722.38,8,44.972652,-61.354581,-39.25,-3.645,4.84E-06,3.67,6/20/2019 14:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,0,22,54022.365,9,44.989809,-61.36983,-12.25,-3.645,3.81E-06,3.67,6/20/2019 15:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,5,22,54322.375,8,45.004116,-61.396602,-33.5,-3.63,5.19E-06,3.67,6/20/2019 15:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,10,23,54623.42,6,45.008634,-61.404702,-2.5,-3.595,1.93E-06,3.69,6/20/2019 15:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,15,22,54922.415,8,45.021268,-61.422962,-47.25,-3.565,3.38E-06,3.69,6/20/2019 15:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,20,21,55221.445,10,45.040664,-61.457303,-39.25,-3.555,1.08E-05,3.67,6/20/2019 15:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,25,23,55523.465,10,45.0562,-61.480172,-20.5,-3.54,5.14E-06,3.67,6/20/2019 15:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,30,21,55821.55,7,45.075411,-61.500737,40,-3.485,2.87E-06,3.67,6/20/2019 15:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,35,23,56123.505,10,45.098542,-61.538754,-31.75,-3.445,4.80E-06,3.67,6/20/2019 15:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,40,22,56422.455,7,45.100111,-61.542476,-35,-3.5,4.35E-06,3.67,6/20/2019 15:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,45,21,56721.4,8,45.100291,-61.542737,-4,-3.6,4.31E-06,3.67,6/20/2019 15:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,50,21,57021.35,7,45.100223,-61.542699,-6.25,-3.675,4.89E-06,3.67,6/20/2019 15:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,15,55,23,57323.295,6,45.100227,-61.542624,-30,-3.715,4.03E-06,3.67,6/20/2019 15:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,0,21,57621.255,6,45.10022,-61.542541,-35,-3.745,2.98E-06,3.67,6/20/2019 16:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,5,25,57925.285,5,45.100209,-61.542567,-13.5,-3.745,3.71E-07,3.67,6/20/2019 16:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,10,21,58221.305,6,45.100227,-61.542532,3.75,-3.705,4.66E-06,3.67,6/20/2019 16:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,15,21,58521.325,8,45.100199,-61.542693,-10.5,-3.665,5.30E-06,3.67,6/20/2019 16:15
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,20,25,58825.365,5,45.100202,-61.542523,19.5,-3.635,4.88E-07,3.67,6/20/2019 16:20
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,25,32,59132.385,6,45.100183,-61.542507,-5,-3.61,3.62E-06,3.67,6/20/2019 16:25
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,30,23,59423.4,8,45.100218,-61.542518,-28.5,-3.595,3.15E-06,3.67,6/20/2019 16:30
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,35,22,59722.425,7,45.100206,-61.542567,-14.5,-3.58,3.90E-06,3.67,6/20/2019 16:35
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,40,23,60023.37,7,45.100281,-61.542628,-18.5,-3.595,3.83E-06,3.67,6/20/2019 16:40
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,45,22,60322.315,8,45.100264,-61.542537,-39.75,-3.665,5.40E-06,3.67,6/20/2019 16:45
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,50,23,60623.275,7,45.100279,-61.542552,-29,-3.74,2.63E-06,3.67,6/20/2019 16:50
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,16,55,22,60922.21,7,45.100304,-61.542574,-39.5,-3.795,3.37E-06,3.67,6/20/2019 16:55
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,17,0,22,61222.175,7,45.10025,-61.542572,-29.5,-3.835,2.78E-06,3.67,6/20/2019 17:00
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,17,5,22,61522.185,6,45.100109,-61.542564,-28,-3.84,3.36E-06,3.67,6/20/2019 17:05
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,17,10,22,61822.22,6,45.100226,-61.54256,-40.75,-3.8,3.45E-07,3.67,6/20/2019 17:10
ARTE,AT82555,14670,18/06/2019,22/06/2019,109,-20.1783866,13.17137567,20,6,2019,17,15,23,62123.25,9,45.100182,-61.542506,3.75,-3.745,3.68E-06,3.67,6/20/2019 17:15
